ID;Sex;Age;Height;Weight;NOC;Year;Sport;Medal
16;M;28;184;85;FIN;2014;Ice Hockey;Bronze
20;M;20;176;85;NOR;1992;Alpine Skiing;Gold
20;M;20;176;85;NOR;1992;Alpine Skiing;Bronze
20;M;22;176;85;NOR;1994;Alpine Skiing;Silver
20;M;22;176;85;NOR;1994;Alpine Skiing;Bronze
20;M;22;176;85;NOR;1994;Alpine Skiing;Silver
20;M;30;176;85;NOR;2002;Alpine Skiing;Gold
20;M;30;176;85;NOR;2002;Alpine Skiing;Gold
20;M;34;176;85;NOR;2006;Alpine Skiing;Gold
145;M;28;175;70;USA;2014;Figure Skating;Bronze
367;M;28;175;64;JPN;1994;Nordic Combined;Gold
391;M;23;185;102;USA;1924;Ice Hockey;Silver
548;F;23;167;65;RUS;2006;Speed Skating;Bronze
634;M;20;176;82;SUI;1988;Alpine Skiing;Bronze
680;F;30;168;63;URS;1968;Cross Country Skiing;Bronze
702;M;24;184;69;GER;2002;Nordic Combined;Silver
702;M;24;184;69;GER;2002;Nordic Combined;Silver
702;M;28;184;69;GER;2006;Nordic Combined;Silver
705;M;26;190;99;SUI;1992;Bobsleigh;Gold
705;M;26;190;99;SUI;1992;Bobsleigh;Bronze
705;M;28;190;99;SUI;1994;Bobsleigh;Gold
705;M;28;190;99;SUI;1994;Bobsleigh;Silver
706;M;24;200;104;SUI;1994;Bobsleigh;Silver
772;M;24;175;95;CAN;2006;Curling;Gold
840;F;24;164;69;GBR;2014;Curling;Bronze
956;M;27;190;110;GER;2010;Bobsleigh;Silver
1085;M;22;183;88;RUS;2002;Ice Hockey;Bronze
1181;F;18;168;67;CAN;2006;Ice Hockey;Gold
1181;F;23;168;67;CAN;2010;Ice Hockey;Gold
1181;F;26;168;67;CAN;2014;Ice Hockey;Gold
1188;M;24;178;75;USA;2006;Figure Skating;Silver
1322;M;23;175;73;USA;1972;Ice Hockey;Silver
1336;M;32;179;78;SWE;1980;Ice Hockey;Bronze
1340;F;27;177;75;SWE;2002;Ice Hockey;Bronze
1342;M;24;182;90;SWE;1984;Ice Hockey;Bronze
1435;M;24;184;66;FIN;2002;Ski Jumping;Silver
1435;M;28;184;66;FIN;2006;Ski Jumping;Silver
1581;M;24;169;64;JPN;1992;Short Track Speed Skating;Bronze
1639;F;21;160;55;RUS;1998;Biathlon;Silver
1639;F;25;160;55;RUS;2002;Biathlon;Bronze
1639;F;29;160;55;RUS;2006;Biathlon;Bronze
1639;F;29;160;55;RUS;2006;Biathlon;Bronze
1639;F;29;160;55;RUS;2006;Biathlon;Gold
2274;M;22;182;85;FIN;1994;Ice Hockey;Bronze
2275;M;30;174;67;FIN;1960;Cross Country Skiing;Gold
2296;M;31;187;84;ITA;1992;Cross Country Skiing;Silver
2296;M;31;187;84;ITA;1992;Cross Country Skiing;Silver
2296;M;33;187;84;ITA;1994;Cross Country Skiing;Bronze
2296;M;33;187;84;ITA;1994;Cross Country Skiing;Gold
2296;M;37;187;84;ITA;1998;Cross Country Skiing;Silver
2378;F;17;165;57;GDR;1980;Speed Skating;Bronze
2379;F;31;175;64;SUI;2002;Cross Country Skiing;Bronze
2473;M;20;168;69;URS;1976;Ice Hockey;Gold
2486;M;22;180;81;URS;1960;Ice Hockey;Bronze
2486;M;26;180;81;URS;1964;Ice Hockey;Gold
2486;M;30;180;81;URS;1968;Ice Hockey;Gold
2487;M;26;178;89;URS;1984;Bobsleigh;Bronze
2639;M;33;182;92;SWE;2006;Ice Hockey;Gold
2639;M;41;182;92;SWE;2014;Ice Hockey;Silver
2649;M;27;178;77;SWE;1994;Ice Hockey;Gold
2786;F;19;176;54;EUN;1992;Short Track Speed Skating;Bronze
2792;M;23;168;68;FRA;1936;Alpine Skiing;Bronze
2799;M;22;175;72;FRA;1992;Freestyle Skiing;Silver
2869;M;14;163;69;USA;1964;Figure Skating;Bronze
2965;F;29;170;69;SWE;2002;Ice Hockey;Bronze
2987;M;20;178;83;URS;1960;Ice Hockey;Bronze
2987;M;24;178;83;URS;1964;Ice Hockey;Gold
3069;M;22;190;82;NOR;1994;Cross Country Skiing;Gold
3069;M;22;190;82;NOR;1994;Cross Country Skiing;Silver
3069;M;26;190;82;NOR;1998;Cross Country Skiing;Gold
3069;M;26;190;82;NOR;1998;Cross Country Skiing;Gold
3069;M;30;190;82;NOR;2002;Cross Country Skiing;Gold
3069;M;30;190;82;NOR;2002;Cross Country Skiing;Gold
3108;F;19;165;64;SUI;2014;Ice Hockey;Bronze
3150;M;24;175;72;USA;2014;Short Track Speed Skating;Silver
3214;M;23;178;83;ITA;1956;Bobsleigh;Silver
3214;M;23;178;83;ITA;1956;Bobsleigh;Silver
3251;M;23;169;60;RUS;2006;Cross Country Skiing;Bronze
3295;F;19;170;69;URS;1980;Luge;Bronze
3433;M;29;180;87;FRA;2002;Alpine Skiing;Silver
3472;M;20;171;55;SUI;2002;Ski Jumping;Gold
3472;M;20;171;55;SUI;2002;Ski Jumping;Gold
3472;M;28;171;55;SUI;2010;Ski Jumping;Gold
3472;M;28;171;55;SUI;2010;Ski Jumping;Gold
3491;M;31;183;91;USA;2002;Ice Hockey;Silver
3595;F;18;155;48;KOR;1998;Short Track Speed Skating;Gold
3604;M;20;170;65;KOR;2006;Short Track Speed Skating;Bronze
3604;M;20;170;65;KOR;2006;Short Track Speed Skating;Gold
3604;M;20;170;65;KOR;2006;Short Track Speed Skating;Gold
3604;M;20;170;65;KOR;2006;Short Track Speed Skating;Gold
3604;M;28;170;65;RUS;2014;Short Track Speed Skating;Gold
3604;M;28;170;65;RUS;2014;Short Track Speed Skating;Gold
3604;M;28;170;65;RUS;2014;Short Track Speed Skating;Bronze
3604;M;28;170;65;RUS;2014;Short Track Speed Skating;Gold
3610;M;19;173;70;CHN;1998;Short Track Speed Skating;Silver
3610;M;19;173;70;CHN;1998;Short Track Speed Skating;Bronze
3610;M;23;173;70;CHN;2002;Short Track Speed Skating;Bronze
3676;M;31;187;104;SUI;2002;Bobsleigh;Silver
3782;M;27;180;75;NOR;1980;Speed Skating;Bronze
3823;F;23;160;54;USA;2014;Snowboarding;Gold
3824;M;34;178;80;CAN;2010;Snowboarding;Gold
3865;M;23;175;77;USA;1932;Ice Hockey;Silver
3869;M;22;182;77;USA;1956;Ice Hockey;Silver
3885;M;27;177;72;SWE;1964;Ice Hockey;Silver
3889;F;20;169;63;SWE;2002;Ice Hockey;Bronze
3897;M;27;178;68;SWE;1968;Cross Country Skiing;Silver
3903;F;23;179;74;SWE;2006;Ice Hockey;Silver
3920;F;26;169;69;SWE;2002;Ice Hockey;Bronze
3920;F;30;169;69;SWE;2006;Ice Hockey;Silver
3945;M;30;183;71;SWE;1992;Biathlon;Bronze
3951;F;24;158;58;SWE;2006;Cross Country Skiing;Gold
3964;M;28;187;88;SWE;1988;Ice Hockey;Bronze
3977;M;25;190;92;SWE;1988;Ice Hockey;Bronze
3989;M;30;173;77;SWE;1980;Ice Hockey;Bronze
4005;F;19;168;53;GDR;1980;Cross Country Skiing;Gold
4085;F;24;177;60;NOR;1998;Biathlon;Bronze
4085;F;28;177;60;NOR;2002;Biathlon;Silver
4121;M;25;179;74;SUI;1998;Curling;Gold
4124;M;24;191;76;NOR;1998;Biathlon;Silver
4124;M;28;191;76;NOR;2002;Biathlon;Gold
4124;M;32;191;76;NOR;2006;Biathlon;Bronze
4161;M;24;175;85;GBR;2014;Curling;Silver
4256;M;21;185;81;ITA;2006;Speed Skating;Gold
4321;M;20;178;73;FRG;1980;Biathlon;Bronze
4321;M;24;178;73;FRG;1984;Biathlon;Silver
4321;M;24;178;73;FRG;1984;Biathlon;Gold
4321;M;24;178;73;FRG;1984;Biathlon;Bronze
4321;M;28;178;73;FRG;1988;Biathlon;Silver
4322;M;24;179;72;GER;2002;Cross Country Skiing;Bronze
4322;M;28;179;72;GER;2006;Cross Country Skiing;Bronze
4322;M;28;179;72;GER;2006;Cross Country Skiing;Silver
4322;M;32;179;72;GER;2010;Cross Country Skiing;Silver
4392;F;22;162;52;FRA;1998;Figure Skating;Bronze
4392;F;26;162;52;FRA;2002;Figure Skating;Gold
4423;M;27;181;98;SUI;2002;Bobsleigh;Bronze
4423;M;31;181;98;SUI;2006;Bobsleigh;Bronze
4423;M;31;181;98;SUI;2006;Bobsleigh;Bronze
4457;F;31;165;60;GER;2006;Speed Skating;Gold
4457;F;35;165;60;GER;2010;Speed Skating;Gold
4478;F;24;170;64;CAN;2002;Ice Hockey;Gold
4503;F;31;165;52;FRA;2010;Snowboarding;Silver
4538;M;28;190;84;USA;2014;Skeleton;Bronze
4568;M;25;171;69;ITA;2002;Short Track Speed Skating;Silver
4579;M;22;179;80;RUS;2014;Luge;Silver
4604;M;25;184;84;URS;1964;Speed Skating;Gold
4644;M;29;167;66;JPN;1972;Ski Jumping;Bronze
4685;F;24;172;62;GER;1998;Biathlon;Bronze
4685;F;24;172;62;GER;1998;Biathlon;Gold
4685;F;28;172;62;GER;2002;Biathlon;Gold
4685;F;32;172;62;GER;2006;Biathlon;Silver
4686;M;23;174;67;NOR;1992;Nordic Combined;Silver
4686;M;25;174;67;NOR;1994;Nordic Combined;Silver
4728;M;30;182;86;AUT;1992;Bobsleigh;Gold
4742;F;22;180;80;CAN;2006;Ice Hockey;Gold
4742;F;26;180;80;CAN;2010;Ice Hockey;Gold
4742;F;30;180;80;CAN;2014;Ice Hockey;Gold
4799;F;24;164;50;JPN;2006;Figure Skating;Gold
4920;M;25;180;71;GBR;1936;Ice Hockey;Gold
4924;M;22;187;88;CAN;1992;Ice Hockey;Silver
5117;M;26;178;77;GER;2014;Luge;Gold
5117;M;26;178;77;GER;2014;Luge;Gold
5125;M;21;180;85;ITA;1968;Bobsleigh;Gold
5156;F;20;165;62;USA;1984;Alpine Skiing;Gold
5430;M;21;180;71;SWE;1968;Biathlon;Bronze
5430;M;25;180;71;SWE;1972;Biathlon;Bronze
5451;F;19;163;50;JPN;2010;Figure Skating;Silver
5496;M;24;175;69;GDR;1976;Ski Jumping;Gold
5579;F;21;157;57;USA;1960;Speed Skating;Bronze
5630;M;25;179;79;SWE;1988;Ice Hockey;Bronze
5655;M;24;184;72;SWE;1964;Cross Country Skiing;Gold
5692;F;17;172;71;SWE;2006;Ice Hockey;Silver
5714;M;24;180;84;CAN;1994;Ice Hockey;Silver
5857;M;26;178;74;CAN;1960;Ice Hockey;Silver
5875;M;28;180;97;GBR;1998;Bobsleigh;Bronze
5908;F;27;172;65;CAN;1994;Speed Skating;Silver
5908;F;31;172;65;CAN;1998;Speed Skating;Silver
5910;M;20;188;94;CAN;1994;Ice Hockey;Silver
5937;F;26;165;54;NOR;1968;Cross Country Skiing;Bronze
5937;F;26;165;54;NOR;1968;Cross Country Skiing;Gold
5937;F;30;165;54;NOR;1972;Cross Country Skiing;Bronze
5956;M;29;179;86;TCH;1976;Ice Hockey;Silver
5957;M;22;178;77;TCH;1992;Ice Hockey;Bronze
5977;M;24;186;88;FRG;1976;Ice Hockey;Bronze
5980;M;29;181;72;NOR;2002;Cross Country Skiing;Gold
5993;M;23;183;75;NOR;1980;Cross Country Skiing;Bronze
5993;M;23;183;75;NOR;1980;Cross Country Skiing;Silver
5994;F;23;170;56;NOR;1980;Cross Country Skiing;Bronze
5994;F;27;170;56;NOR;1984;Cross Country Skiing;Silver
5994;F;27;170;56;NOR;1984;Cross Country Skiing;Gold
6007;M;24;178;75;ITA;1964;Luge;Bronze
6092;M;28;177;68;RUS;2002;Figure Skating;Silver
6095;F;25;165;61;URS;1976;Speed Skating;Bronze
6095;F;25;165;61;URS;1976;Speed Skating;Gold
6095;F;25;165;61;URS;1976;Speed Skating;Bronze
6095;F;25;165;61;URS;1976;Speed Skating;Gold
6177;M;30;185;86;SWE;2006;Ice Hockey;Gold
6217;M;23;187;81;BLR;1998;Biathlon;Bronze
6398;F;29;174;69;NED;1968;Speed Skating;Bronze
6398;F;29;174;69;NED;1968;Speed Skating;Bronze
6398;F;33;174;69;NED;1972;Speed Skating;Silver
6398;F;33;174;69;NED;1972;Speed Skating;Gold
6458;M;35;170;73;URS;1956;Ice Hockey;Gold
6467;M;20;181;83;URS;1976;Ice Hockey;Gold
6476;M;22;182;91;GDR;1976;Bobsleigh;Gold
6543;M;23;174;70;AUT;1968;Ski Jumping;Silver
6546;M;26;184;90;SUI;1976;Bobsleigh;Silver
6546;M;30;184;90;SUI;1980;Bobsleigh;Silver
6587;M;25;190;100;USA;2010;Ice Hockey;Silver
6601;M;25;191;93;SWE;2006;Ice Hockey;Gold
6611;M;26;185;95;SWE;2014;Ice Hockey;Silver
6612;M;31;185;89;FIN;2010;Ice Hockey;Bronze
6671;M;26;188;90;FRG;1968;Bobsleigh;Silver
6671;M;30;188;90;FRG;1972;Bobsleigh;Silver
6841;F;21;162;55;USA;2002;Freestyle Skiing;Silver
6841;F;29;162;55;USA;2010;Freestyle Skiing;Bronze
6871;F;21;164;61;GER;1994;Speed Skating;Silver
6887;F;26;167;73;USA;1998;Ice Hockey;Gold
6887;F;30;167;73;USA;2002;Ice Hockey;Silver
6930;F;26;172;58;FRA;2006;Biathlon;Bronze
6930;F;30;172;58;FRA;2010;Biathlon;Silver
6931;M;29;176;67;FRA;1994;Biathlon;Bronze
6956;F;16;159;43;UKR;1994;Figure Skating;Gold
7011;M;23;185;89;USA;1980;Ice Hockey;Gold
7022;F;21;170;61;USA;1998;Ice Hockey;Gold
7022;F;25;170;61;USA;2002;Ice Hockey;Silver
7068;F;25;167;65;USA;2002;Bobsleigh;Gold
7075;F;43;170;73;CAN;2006;Curling;Bronze
7112;M;19;180;73;FRA;1998;Nordic Combined;Bronze
7209;M;27;178;89;URS;1980;Ice Hockey;Silver
7285;M;20;163;63;GER;1932;Ice Hockey;Bronze
7673;F;30;172;65;RUS;2006;Cross Country Skiing;Gold
7811;M;27;186;60;NOR;2010;Ski Jumping;Bronze
7811;M;31;186;60;NOR;2014;Ski Jumping;Bronze
7904;M;18;190;91;FIN;2014;Ice Hockey;Bronze
7933;M;25;165;65;TCH;1992;Figure Skating;Bronze
7942;M;28;178;77;URS;1980;Biathlon;Gold
8050;M;36;190;95;USA;2002;Ice Hockey;Silver
8235;F;38;165;58;CAN;2010;Curling;Silver
8239;M;23;184;82;GER;1964;Alpine Skiing;Bronze
8295;M;41;185;84;CAN;2002;Curling;Silver
8367;M;25;175;75;USA;1994;Short Track Speed Skating;Silver
8383;F;28;168;62;RUS;2006;Speed Skating;Bronze
8514;M;24;176;70;CAN;2010;Short Track Speed Skating;Gold
8585;M;24;171;67;URS;1984;Cross Country Skiing;Silver
8712;M;28;181;73;CZE;2006;Cross Country Skiing;Silver
8712;M;32;181;73;CZE;2010;Cross Country Skiing;Bronze
8712;M;32;181;73;CZE;2010;Cross Country Skiing;Bronze
8725;F;25;167;61;GER;2002;Cross Country Skiing;Bronze
8725;F;25;167;61;GER;2002;Cross Country Skiing;Gold
8725;F;29;167;61;GER;2006;Cross Country Skiing;Silver
8737;M;26;189;86;URS;1960;Ice Hockey;Bronze
8748;M;28;181;100;SUI;2014;Bobsleigh;Silver
8801;M;18;176;74;GER;1960;Figure Skating;Silver
8801;M;21;176;74;GER;1964;Figure Skating;Silver
8827;M;24;191;91;EUN;1992;Ice Hockey;Gold
8847;F;29;160;57;USA;2010;Short Track Speed Skating;Bronze
8849;F;31;167;60;FRA;2006;Biathlon;Gold
8849;F;31;167;60;FRA;2006;Biathlon;Bronze
8967;F;21;175;70;RUS;1994;Speed Skating;Gold
8970;M;22;175;70;URS;1976;Cross Country Skiing;Gold
8970;M;22;175;70;URS;1976;Cross Country Skiing;Bronze
8970;M;26;175;70;URS;1980;Cross Country Skiing;Gold
9118;F;30;166;54;FRA;2006;Biathlon;Bronze
9118;F;34;166;54;FRA;2010;Biathlon;Silver
9142;F;24;175;66;CAN;2002;Ice Hockey;Gold
9150;F;26;158;48;EUN;1992;Figure Skating;Silver
9217;F;20;173;59;GDR;1980;Speed Skating;Bronze
9217;F;20;173;59;GDR;1980;Speed Skating;Silver
9231;F;21;172;73;GER;2010;Speed Skating;Silver
9231;F;21;172;73;GER;2010;Speed Skating;Silver
9231;F;21;172;73;GER;2010;Speed Skating;Gold
9276;M;21;173;77;CAN;1998;Short Track Speed Skating;Bronze
9276;M;21;173;77;CAN;1998;Short Track Speed Skating;Gold
9276;M;25;173;77;CAN;2002;Short Track Speed Skating;Gold
9276;M;29;173;77;CAN;2006;Short Track Speed Skating;Silver
9278;F;22;161;54;CAN;1992;Biathlon;Bronze
9278;F;24;161;54;CAN;1994;Biathlon;Gold
9278;F;24;161;54;CAN;1994;Biathlon;Gold
9306;M;23;181;80;TCH;1972;Ice Hockey;Bronze
9334;F;27;175;62;SUI;2006;Curling;Silver
9344;M;22;175;67;GDR;1976;Biathlon;Bronze
9371;M;21;186;84;AUS;2006;Freestyle Skiing;Gold
9371;M;25;186;84;AUS;2010;Freestyle Skiing;Silver
9399;F;23;177;67;GER;1992;Biathlon;Silver
9399;F;25;177;67;GER;1994;Biathlon;Silver
9399;F;29;177;67;GER;1998;Biathlon;Gold
9420;M;20;169;70;GDR;1988;Luge;Silver
9420;M;24;169;70;GER;1992;Luge;Gold
9420;M;26;169;70;GER;1994;Luge;Bronze
9420;M;30;169;70;GER;1998;Luge;Gold
9561;F;21;167;52;USA;2006;Figure Skating;Silver
9669;F;22;170;66;USA;2010;Ice Hockey;Silver
9669;F;26;170;66;USA;2014;Ice Hockey;Silver
9747;F;23;158;45;ITA;1992;Cross Country Skiing;Gold
9747;F;23;158;45;ITA;1992;Cross Country Skiing;Silver
9747;F;23;158;45;ITA;1992;Cross Country Skiing;Bronze
9747;F;25;158;45;ITA;1994;Cross Country Skiing;Bronze
9747;F;25;158;45;ITA;1994;Cross Country Skiing;Bronze
9747;F;29;158;45;ITA;1998;Cross Country Skiing;Silver
9747;F;29;158;45;ITA;1998;Cross Country Skiing;Bronze
9747;F;33;158;45;ITA;2002;Cross Country Skiing;Bronze
9747;F;33;158;45;ITA;2002;Cross Country Skiing;Gold
9747;F;33;158;45;ITA;2002;Cross Country Skiing;Silver
9776;M;21;173;78;URS;1968;Ski Jumping;Gold
9777;M;21;183;86;URS;1984;Luge;Silver
9778;F;28;160;46;URS;1964;Figure Skating;Gold
9778;F;32;160;46;URS;1968;Figure Skating;Gold
9789;F;26;172;58;EUN;1992;Biathlon;Bronze
9789;F;26;172;58;EUN;1992;Biathlon;Bronze
9817;M;22;178;74;URS;1984;Luge;Silver
9833;M;21;188;91;URS;1976;Cross Country Skiing;Silver
9833;M;21;188;91;URS;1976;Cross Country Skiing;Bronze
9833;M;25;188;91;URS;1980;Cross Country Skiing;Gold
9946;M;21;181;82;TCH;1984;Ice Hockey;Silver
9967;M;24;172;70;TCH;1988;Cross Country Skiing;Bronze
10142;M;24;189;94;CAN;2014;Ice Hockey;Gold
10199;M;26;180;81;CAN;1960;Ice Hockey;Silver
10270;F;21;172;63;SUI;2014;Ice Hockey;Bronze
10271;F;21;163;55;SUI;2014;Ice Hockey;Bronze
10272;M;31;180;81;SUI;1976;Bobsleigh;Bronze
10272;M;31;180;81;SUI;1976;Bobsleigh;Silver
10272;M;35;180;81;SUI;1980;Bobsleigh;Gold
10272;M;35;180;81;SUI;1980;Bobsleigh;Silver
10280;M;28;188;86;CZE;1998;Ice Hockey;Gold
10361;F;20;154;42;RUS;1998;Figure Skating;Silver
10361;F;24;154;42;RUS;2002;Figure Skating;Gold
10373;M;20;191;94;FIN;1998;Ice Hockey;Bronze
10373;M;28;191;94;FIN;2006;Ice Hockey;Silver
10455;M;30;189;76;NOR;2010;Cross Country Skiing;Silver
10467;F;28;166;56;NOR;2010;Biathlon;Gold
10467;F;32;166;56;NOR;2014;Biathlon;Gold
10467;F;32;166;56;NOR;2014;Biathlon;Silver
10467;F;32;166;56;NOR;2014;Biathlon;Bronze
10472;M;24;188;88;CAN;2010;Ice Hockey;Gold
10472;M;28;188;88;CAN;2014;Ice Hockey;Gold
10482;F;19;170;66;SWE;2002;Ice Hockey;Bronze
10497;M;24;177;80;SWE;1980;Ice Hockey;Bronze
10497;M;32;177;80;SWE;1988;Ice Hockey;Bronze
10499;M;29;177;78;SWE;1994;Ice Hockey;Gold
10507;M;25;192;99;SWE;2014;Ice Hockey;Silver
10539;M;28;183;77;USA;1998;Freestyle Skiing;Gold
10543;M;25;183;83;SWE;1988;Ice Hockey;Bronze
10543;M;31;183;83;SWE;1994;Ice Hockey;Gold
10555;M;28;188;73;NED;2014;Speed Skating;Bronze
10555;M;28;188;73;NED;2014;Speed Skating;Gold
10557;F;38;162;63;SWE;2002;Ice Hockey;Bronze
10680;F;43;163;55;CAN;2010;Curling;Silver
10729;M;21;174;73;FRG;1976;Ice Hockey;Bronze
10761;M;25;172;70;FRG;1980;Biathlon;Bronze
10766;F;33;167;62;NOR;2010;Freestyle Skiing;Silver
10930;F;37;175;66;SWE;2014;Curling;Silver
10994;M;27;182;78;RUS;2014;Cross Country Skiing;Silver
11015;F;24;170;51;URS;1984;Figure Skating;Silver
11015;F;28;170;51;URS;1988;Figure Skating;Gold
11047;F;37;167;64;CAN;1998;Curling;Gold
11234;M;27;173;66;URS;1972;Biathlon;Gold
11234;M;31;173;66;URS;1976;Biathlon;Gold
11325;F;33;172;62;SUI;2002;Curling;Silver
11338;F;42;171;72;DEN;1998;Curling;Silver
11343;F;19;159;56;GER;1960;Alpine Skiing;Gold
11375;M;24;180;70;AUT;2002;Nordic Combined;Bronze
11375;M;28;180;70;AUT;2006;Nordic Combined;Gold
11375;M;36;180;70;AUT;2014;Nordic Combined;Bronze
11537;M;22;173;76;CAN;2010;Freestyle Skiing;Gold
11537;M;26;173;76;CAN;2014;Freestyle Skiing;Gold
11553;M;24;180;86;URS;1980;Ice Hockey;Silver
11553;M;28;180;86;URS;1984;Ice Hockey;Gold
11815;M;30;179;102;CAN;2010;Bobsleigh;Bronze
11853;M;35;180;86;FRG;1976;Bobsleigh;Bronze
11924;M;20;188;86;SWE;1952;Ice Hockey;Bronze
11943;F;21;168;64;NOR;2002;Cross Country Skiing;Silver
11943;F;25;168;64;NOR;2006;Cross Country Skiing;Silver
11943;F;29;168;64;NOR;2010;Cross Country Skiing;Gold
11943;F;29;168;64;NOR;2010;Cross Country Skiing;Bronze
11943;F;29;168;64;NOR;2010;Cross Country Skiing;Silver
11943;F;29;168;64;NOR;2010;Cross Country Skiing;Gold
11943;F;29;168;64;NOR;2010;Cross Country Skiing;Gold
11943;F;33;168;64;NOR;2014;Cross Country Skiing;Gold
11943;F;33;168;64;NOR;2014;Cross Country Skiing;Gold
11943;F;33;168;64;NOR;2014;Cross Country Skiing;Gold
11950;M;27;175;73;NOR;1998;Biathlon;Silver
11951;M;24;178;65;NOR;1998;Biathlon;Gold
11951;M;24;178;65;NOR;1998;Biathlon;Silver
11951;M;28;178;65;NOR;2002;Biathlon;Gold
11951;M;28;178;65;NOR;2002;Biathlon;Gold
11951;M;28;178;65;NOR;2002;Biathlon;Gold
11951;M;28;178;65;NOR;2002;Biathlon;Gold
11951;M;32;178;65;NOR;2006;Biathlon;Silver
11951;M;32;178;65;NOR;2006;Biathlon;Bronze
11951;M;32;178;65;NOR;2006;Biathlon;Silver
11951;M;36;178;65;NOR;2010;Biathlon;Silver
11951;M;36;178;65;NOR;2010;Biathlon;Gold
11951;M;40;178;65;NOR;2014;Biathlon;Gold
11951;M;40;178;65;NOR;2014;Biathlon;Gold
12001;M;19;175;71;CAN;1992;Short Track Speed Skating;Silver
12001;M;19;175;71;CAN;1992;Short Track Speed Skating;Silver
12048;F;23;170;57;USA;1998;Ice Hockey;Gold
12054;F;23;165;59;USA;1988;Speed Skating;Gold
12054;F;23;165;59;USA;1988;Speed Skating;Bronze
12054;F;27;165;59;USA;1992;Speed Skating;Gold
12054;F;27;165;59;USA;1992;Speed Skating;Gold
12054;F;29;165;59;USA;1994;Speed Skating;Gold
12054;F;29;165;59;USA;1994;Speed Skating;Gold
12083;M;32;193;102;CAN;2002;Ice Hockey;Gold
12100;F;26;171;75;FRA;2002;Snowboarding;Gold
12250;F;24;165;57;USA;2006;Snowboarding;Silver
12281;M;22;176;82;URS;1968;Ice Hockey;Gold
12282;M;23;168;70;URS;1972;Ice Hockey;Gold
12317;M;20;184;81;NED;2010;Speed Skating;Bronze
12317;M;24;184;81;NED;2014;Speed Skating;Silver
12317;M;24;184;81;NED;2014;Speed Skating;Gold
12328;M;29;172;80;SWE;1964;Ice Hockey;Silver
12343;M;27;183;89;FIN;1988;Ice Hockey;Silver
12493;M;33;180;79;URS;1956;Ice Hockey;Gold
12494;F;23;160;49;RUS;2014;Figure Skating;Gold
12524;F;22;163;57;SUI;1968;Alpine Skiing;Bronze
12596;M;23;184;72;GER;2002;Speed Skating;Bronze
12673;F;28;182;72;NED;2014;Speed Skating;Bronze
12673;F;28;182;72;NED;2014;Speed Skating;Bronze
12712;F;26;167;58;RUS;2006;Biathlon;Gold
12712;F;30;167;58;RUS;2010;Biathlon;Gold
12813;F;24;170;54;GER;2006;Cross Country Skiing;Silver
12813;F;32;170;54;GER;2014;Cross Country Skiing;Bronze
12820;M;27;178;72;GER;2014;Biathlon;Silver
12885;M;24;180;75;USA;1988;Figure Skating;Gold
12944;M;28;180;79;EUN;1992;Ice Hockey;Gold
13087;M;33;183;95;ITA;1964;Bobsleigh;Silver
13200;F;24;170;63;CAN;2010;Ice Hockey;Gold
13205;M;27;181;90;ITA;1972;Bobsleigh;Silver
13233;M;26;167;60;FRA;1964;Alpine Skiing;Gold
13286;M;22;183;84;GER;1964;Luge;Silver
13286;M;26;183;84;GDR;1968;Luge;Bronze
13286;M;26;183;84;GDR;1968;Luge;Gold
13286;M;30;183;84;GDR;1972;Luge;Bronze
13351;M;30;176;75;FRG;1976;Ice Hockey;Bronze
13528;M;24;184;92;SWE;1972;Speed Skating;Silver
13563;F;26;166;64;GER;1992;Speed Skating;Gold
13648;M;27;175;82;EUN;1992;Ice Hockey;Gold
13698;M;22;190;83;NED;1998;Speed Skating;Silver
13698;M;26;190;83;NED;2002;Speed Skating;Silver
13870;F;18;175;71;CAN;1998;Ice Hockey;Silver
13870;F;22;175;71;CAN;2002;Ice Hockey;Gold
13870;F;26;175;71;CAN;2006;Ice Hockey;Gold
13870;F;30;175;71;CAN;2010;Ice Hockey;Gold
13890;M;34;185;80;AUT;2002;Cross Country Skiing;Silver
13890;M;38;185;80;AUT;2006;Cross Country Skiing;Bronze
13916;M;20;186;84;USA;1972;Ice Hockey;Silver
13935;M;21;171;72;CAN;1980;Speed Skating;Silver
13935;M;25;171;72;CAN;1984;Speed Skating;Bronze
13935;M;25;171;72;CAN;1984;Speed Skating;Gold
13935;M;25;171;72;CAN;1984;Speed Skating;Gold
13978;F;21;165;61;CAN;1994;Short Track Speed Skating;Silver
13978;F;25;165;61;CAN;1998;Short Track Speed Skating;Bronze
14092;M;25;175;79;CAN;1968;Ice Hockey;Bronze
14188;M;22;177;72;FRA;1984;Alpine Skiing;Bronze
14210;M;30;193;95;CAN;2014;Ice Hockey;Gold
14235;M;25;170;92;FRA;2014;Freestyle Skiing;Silver
14276;F;20;155;63;USA;2014;Freestyle Skiing;Gold
14312;F;34;176;64;RUS;2006;Speed Skating;Gold
14314;F;24;159;60;URS;1964;Cross Country Skiing;Gold
14314;F;24;159;60;URS;1964;Cross Country Skiing;Gold
14314;F;24;159;60;URS;1964;Cross Country Skiing;Gold
14368;M;33;180;86;CAN;2010;Ice Hockey;Gold
14394;F;22;173;77;USA;2014;Ice Hockey;Silver
14397;M;22;179;74;URS;1984;Speed Skating;Bronze
14430;M;36;186;90;FRA;2010;Snowboarding;Bronze
14435;M;21;185;77;NOR;2010;Biathlon;Gold
